id_annonce;source_dataset;titre;type_bien;type_transaction;prix_tnd;prix_texte_brut;gouvernorat;ville;quartier;adresse_brute;surface_habitable_m2;surface_terrain_m2;nb_pieces;nb_chambres;nb_salles_bain;meuble;terrasse;securite;latitude;longitude;zone_littorale;moyens_paiement;telephone;date_publication;date_extraction;url_annonce;log_prix;piscine;garage;climatisation;jardin
1791;mubawab.tn;S2 en vente;appartement;Vente;220000.0;220 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;85.0;Non précisé;2.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8302840/s2-en-vente;Non précisé;Non;Non;Non;Non
1792;mubawab.tn;Appartement S3 a cité les palmeraies l'Aouina;appartement;Vente;360000.0;360 000 TND;Tunis;L Aouina;Non précisé;Non précisé;130.0;Non précisé;3.0;Non précisé;1.0;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8371431/appartement-s3-a-cit%C3%A9-les-palmeraies-l-aouina;Non précisé;Non;Non;Non;Non
1793;mubawab.tn;Vente aouina s2 avec suite trois celliers p/p;appartement;Vente;390000.0;390 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;129.0;Non précisé;2.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8301370/vente-aouina-s2-avec-suite-trois-celliers-p-p;Non précisé;Non;Non;Non;Non
1794;mubawab.tn;Vente ennasr2 s1 quatrieme étage ascenseur;appartement;Vente;187000.0;187 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;55.0;Non précisé;2.0;Non précisé;1.0;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/7971655/vente-ennasr2-s1-quatrieme-%C3%A9tage-ascenseur;Non précisé;Non;Non;Non;Non
1795;mubawab.tn;S1 en vente;appartement;Vente;200000.0;200 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;32.0;Non précisé;2.0;Non précisé;1.0;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8345500/s1-en-vente;Non précisé;Non;Non;Non;Non
1796;mubawab.tn;S3 en vente;appartement;Vente;1600000.0;1 600 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;162.0;Non précisé;3.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8320698/s3-en-vente;Non précisé;Non;Non;Non;Non
1797;mubawab.tn;Vente appartement s3 aux jardins de carthage;appartement;Vente;980000.0;980 000 TND;Tunis;Jardins De Carthage;Non précisé;Non précisé;219.0;Non précisé;3.0;Non précisé;1.0;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8344992/vente-appartement-s3-aux-jardins-de-carthage;Non précisé;Non;Non;Non;Oui
1798;mubawab.tn;A vendre penthouse vue lac;appartement;Vente;1300000.0;1 300 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;201.0;Non précisé;3.0;Non précisé;1.0;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8143985/a-vendre-penthouse-vue-lac;Non précisé;Non;Non;Non;Non
1799;mubawab.tn;S1 en vente;appartement;Vente;410000.0;410 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;68.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8373961/s1-en-vente;Non précisé;Non;Non;Non;Non
1800;mubawab.tn;S2 en vente;appartement;Vente;830000.0;830 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;115.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8373960/s2-en-vente;Non précisé;Non;Non;Non;Non
1801;mubawab.tn;S3 en vente;appartement;Vente;750000.0;750 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;161.0;Non précisé;3.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8373958/s3-en-vente;Non précisé;Non;Non;Non;Non
1802;mubawab.tn;Appartement S3 Spacieux et Lumineux;appartement;Vente;270000.0;270 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;150.0;Non précisé;3.0;Non précisé;1.0;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8150897/appartement-s3-spacieux-et-lumineux;Non précisé;Non;Non;Non;Non
1803;mubawab.tn;Appartement en vente. Surface de 31 m². Porte blindée et rés...;appartement;Vente;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;31.0;Non précisé;Non précisé;Non précisé;1.0;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8373878/appartement-en-vente-surface-de-31-m%C2%B2-porte-blind%C3%A9e-et-r%C3%A9sidence-s%C3%A9curis%C3%A9e;Non précisé;Non;Non;Non;Non
1804;mubawab.tn;S3 avec 2 suite parentale et grande terasse;appartement;Vente;520000.0;520 000 TND;Non précisé;Non précisé;Non précisé;Non précisé;116.0;Non précisé;3.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:30;https://www.mubawab.tn/fr/a/8373871/s3-avec-2-suite-parentale-et-grande-terasse;Non précisé;Non;Non;Non;Non
2034;Non précisé;Soukra Négoce vous propose à la vente un beau terrain de 750 m2 idéalement situé dans un lotissement à Gammarth Village;villa;Vente;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6881;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;120000.0;Non précisé;Tunis;Sidi El Bechir;Sidi El Bechir;Non précisé;70.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;06/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6882;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;230000.0;Non précisé;Sousse;Akouda;Akouda;Non précisé;74.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;05/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6885;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;160000.0;Non précisé;Sousse;Hammam Sousse;Hammam Sousse;Non précisé;145.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;26/06/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6895;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;270000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;95.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;07/06/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6897;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;277000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;130.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;23/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6900;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;195000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;111.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;09/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6908;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;268000.0;Non précisé;Tunis;Ettahrir;Ettahrir;Non précisé;150.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;13/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6921;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;240000.0;Non précisé;Sousse;Akouda;Akouda;Non précisé;85.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;07/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6934;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;340000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;134.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;08/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6940;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;125000.0;Non précisé;Ben Arous;Bou Mhel El Bassatine;Bou Mhel El Bassatine;Non précisé;100.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;15/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6943;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;75000.0;Non précisé;Sousse;Hammam Sousse;Hammam Sousse;Non précisé;50.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;14/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6949;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;305000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;122.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;05/12/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6951;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;467000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;167.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;23/05/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6953;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;499000.0;Non précisé;Gafsa;Gafsa Sud;Gafsa Sud;Non précisé;589.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;01/12/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6968;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;330000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;14/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6982;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;170000.0;Non précisé;Manouba;Mannouba;Mannouba;Non précisé;95.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;04/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6985;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;106000.0;Non précisé;Sfax;Sfax Ville;Sfax Ville;Non précisé;56.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
6999;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;555000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;138.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;14/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7001;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;630000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;90.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;17/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7004;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;240000.0;Non précisé;Ariana;Raoued;Raoued;Non précisé;108.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;07/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7019;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;265000.0;Non précisé;Sousse;Sousse Ville;Sousse Ville;Non précisé;127.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;10/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7021;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;130000.0;Non précisé;Ariana;Raoued;Raoued;Non précisé;70.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;08/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7026;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;150000.0;Non précisé;Nabeul;Kelibia;Kelibia;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7029;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;450000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;145.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;12/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7041;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;200000.0;Non précisé;Sfax;Sakiet Ezzit;Sakiet Ezzit;Non précisé;108.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;05/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7050;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;450000.0;Non précisé;Monastir;Monastir;Monastir;Non précisé;96.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;18/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7056;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;170000.0;Non précisé;Tunis;Cite El Khadra;Cite El Khadra;Non précisé;50.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7058;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;210000.0;Non précisé;Sousse;Sousse Jaouhara;Sousse Jaouhara;Non précisé;97.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;02/08/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7082;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;395000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;95.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;18/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7090;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;310000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;89.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;15/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7092;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;285000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;23/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7096;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;350000.0;Non précisé;Sousse;Hammam Sousse;Hammam Sousse;Non précisé;170.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;01/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7101;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;495000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;161.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;12/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7122;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;165000.0;Non précisé;Manouba;Mannouba;Mannouba;Non précisé;90.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;04/12/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7125;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;680000.0;Non précisé;Tunis;La Goulette;La Goulette;Non précisé;170.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/02/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7155;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;200000.0;Non précisé;Tunis;La Medina;La Medina;Non précisé;145.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7161;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;250000.0;Non précisé;Ariana;La Soukra;La Soukra;Non précisé;124.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;02/12/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7167;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;170000.0;Non précisé;Tunis;Bab Bhar;Bab Bhar;Non précisé;57.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;21/06/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7176;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;470000.0;Non précisé;Ben Arous;Ezzahra;Ezzahra;Non précisé;175.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;03/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7178;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;250000.0;Non précisé;Sousse;Hammam Sousse;Hammam Sousse;Non précisé;92.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;14/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7183;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;140000.0;Non précisé;Tunis;Cite El Khadra;Cite El Khadra;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;05/05/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7185;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;170000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;39.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;06/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7203;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;260000.0;Non précisé;Nabeul;Hammam El Ghezaz;Hammam El Ghezaz;Non précisé;110.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;16/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7209;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;200000.0;Non précisé;Ben Arous;Hammam Lif;Hammam Lif;Non précisé;120.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;16/03/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7216;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;300000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;121.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;08/06/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7223;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;380000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;50.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;09/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7232;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;84000.0;Non précisé;Tunis;Ettahrir;Ettahrir;Non précisé;75.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;23/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7235;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;130000.0;Non précisé;Nabeul;Kelibia;Kelibia;Non précisé;75.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;09/03/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7239;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;50000.0;Non précisé;Ben Arous;Ben Arous;Ben Arous;Non précisé;30.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;29/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7249;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;450000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;172.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7252;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;220000.0;Non précisé;Nabeul;Hammam El Ghezaz;Hammam El Ghezaz;Non précisé;120.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;16/03/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7255;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;390000.0;Non précisé;Ariana;Mnihla;Mnihla;Non précisé;130.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;07/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7263;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;360000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;148.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;17/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7268;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;350000.0;Non précisé;Ariana;La Soukra;La Soukra;Non précisé;150.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;24/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7279;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;350000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;100.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;08/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7283;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;530000.0;Non précisé;Ariana;La Soukra;La Soukra;Non précisé;157.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;11/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7284;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;750000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;270.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;30/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7286;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;650000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;260.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7288;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;160000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;105.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;19/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7293;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;230000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;70.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;24/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
7303;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;390000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;180.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;17/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
